0.000000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
0.008333000,-0.040495,0.035025,-0.003718,-0.019514,-0.020537,0.029747,0.999156
0.016667000,-0.070742,0.015442,0.030044,0.032407,-0.017899,0.018546,0.999142
0.025000000,-0.098235,-0.041588,0.092048,0.066425,-0.023826,0.008572,0.997470
0.033333000,-0.120094,-0.089850,0.143572,0.057670,-0.016549,0.009359,0.998155
0.041667000,-0.127730,-0.081215,0.141262,-0.012436,-0.012153,-0.005139,0.999836
0.050000000,-0.127888,-0.101420,0.157491,0.024653,0.003508,0.004365,0.999680
0.058333000,-0.125002,-0.148367,0.193155,0.051934,0.004360,0.001195,0.998640
0.066667000,-0.140176,-0.158534,0.210294,0.015830,-0.010059,0.008066,0.999792
0.075000000,-0.170460,-0.125237,0.201875,-0.032018,-0.027691,0.005889,0.999086
0.083333000,-0.212300,-0.128093,0.229016,0.010719,-0.035611,0.012524,0.999230
0.091667000,-0.259827,-0.159267,0.281926,0.042494,-0.039966,0.015429,0.998178
0.100000000,-0.292006,-0.162208,0.303319,0.011281,-0.024236,0.013453,0.999552
0.108333000,-0.315249,-0.127126,0.289263,-0.037149,-0.023930,0.000771,0.999023
0.116667000,-0.321013,-0.146912,0.308411,0.017612,-0.011425,-0.006264,0.999760
0.125000000,-0.310015,-0.190464,0.336478,0.045323,0.009094,-0.003926,0.998923
0.133333000,-0.301058,-0.191819,0.332321,-0.004715,0.001452,-0.010525,0.999932
0.141667000,-0.286159,-0.148551,0.289293,-0.056264,0.004479,-0.015544,0.998285
0.150000000,-0.259958,-0.154252,0.278405,-0.006903,0.010663,-0.022540,0.999665
0.158333000,-0.257586,-0.180270,0.297666,0.037249,0.015540,0.014920,0.999074
0.166667000,-0.257363,-0.169346,0.288934,-0.011324,0.000956,0.000893,0.999935
0.175000000,-0.255435,-0.105583,0.237282,-0.071278,-0.000445,-0.003452,0.997450
0.183333000,-0.266483,-0.090306,0.231755,-0.011155,-0.004832,0.009063,0.999885
0.191667000,-0.270999,-0.101984,0.243764,0.012566,-0.005026,-0.000189,0.999908
0.200000000,-0.287477,-0.084064,0.239302,-0.014971,-0.011981,0.007365,0.999789
0.208333000,-0.282586,-0.049875,0.209270,-0.045189,-0.004728,-0.013594,0.998875
0.216667000,-0.305068,-0.027340,0.204642,-0.015343,-0.012501,0.015067,0.999691
0.225000000,-0.301556,-0.061021,0.229421,0.041682,0.011075,0.008092,0.999037
0.233333000,-0.288467,-0.067412,0.226812,0.007377,0.014750,0.000533,0.999864
0.241667000,-0.281149,-0.038128,0.199265,-0.031682,0.008053,0.000434,0.999465
0.250000000,-0.276321,-0.027497,0.188025,-0.000023,0.021196,0.020020,0.999575
0.258333000,-0.278786,-0.061799,0.216897,0.049081,0.014302,0.019408,0.998504
0.266667000,-0.312957,-0.040545,0.220263,0.006436,0.003042,0.049976,0.998725
0.275000000,-0.360012,0.035471,0.187669,-0.064715,-0.029891,0.027007,0.997090
0.283333000,-0.438535,0.087644,0.192508,-0.033718,-0.057992,0.033592,0.997182
0.291667000,-0.512168,0.093220,0.231592,0.018771,-0.048118,0.039796,0.997872
0.300000000,-0.577327,0.128017,0.242302,-0.011036,-0.036977,0.042458,0.998353
0.308333000,-0.621724,0.146877,0.253498,-0.010727,-0.035814,0.015293,0.999184
0.316667000,-0.625220,0.180708,0.228786,-0.035846,-0.002699,0.001307,0.999353
0.325000000,-0.644353,0.186798,0.235410,0.007843,-0.001255,0.024240,0.999675
0.333333000,-0.631845,0.224457,0.198243,-0.042529,0.011297,-0.002566,0.999028
0.341667000,-0.639952,0.320214,0.126414,-0.093466,0.004248,0.018830,0.995435
0.350000000,-0.657289,0.368387,0.098165,-0.033738,0.005658,0.032122,0.998898
